Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar,Station,Location,Datetime,Temperature_C,Dew_Point_C
2:54 AM,49.7 °F,42.8 °F,77 °%,South,0.1 °mph,0.3 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:54:00,9.833333333333336,5.999999999999998
2:59 AM,49.8 °F,43.0 °F,77 °%,SSE,0.4 °mph,1.1 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 02:59:00,9.888888888888888,6.111111111111111
3:04 AM,49.7 °F,42.9 °F,77 °%,WSW,0.0 °mph,0.4 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:04:00,9.833333333333336,6.0555555555555545
3:09 AM,49.4 °F,42.8 °F,78 °%,SW,0.7 °mph,1.2 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:09:00,9.666666666666666,5.999999999999998
3:13 AM,49.4 °F,42.8 °F,78 °%,South,0.7 °mph,1.4 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:13:00,9.666666666666666,5.999999999999998
3:19 AM,49.1 °F,42.5 °F,78 °%,SW,0.7 °mph,1.2 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:19:00,9.5,5.833333333333333
3:24 AM,48.8 °F,42.3 °F,78 °%,SW,0.9 °mph,1.4 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:24:00,9.333333333333332,5.7222222222222205
3:29 AM,48.5 °F,42.1 °F,78 °%,SW,0.9 °mph,1.4 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:29:00,9.166666666666666,5.611111111111112
3:34 AM,48.4 °F,42.2 °F,79 °%,SW,0.5 °mph,1.2 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:34:00,9.11111111111111,5.666666666666668
3:39 AM,48.3 °F,42.1 °F,79 °%,SSE,0.7 °mph,1.4 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:39:00,9.055555555555554,5.611111111111112
3:44 AM,48.1 °F,41.9 °F,79 °%,West,0.4 °mph,0.9 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:44:00,8.944444444444445,5.499999999999999
3:48 AM,47.9 °F,41.8 °F,79 °%,SW,0.5 °mph,0.9 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:48:00,8.833333333333334,5.444444444444443
3:54 AM,47.8 °F,41.9 °F,80 °%,SSE,0.2 °mph,0.6 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:54:00,8.777777777777777,5.499999999999999
3:59 AM,47.9 °F,42.0 °F,80 °%,South,0.0 °mph,0.1 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 03:59:00,8.833333333333334,5.555555555555555
4:04 AM,48.0 °F,42.1 °F,80 °%,NW,0.2 °mph,0.6 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:04:00,8.88888888888889,5.611111111111112
4:09 AM,47.9 °F,42.0 °F,80 °%,SW,0.5 °mph,1.1 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:09:00,8.833333333333334,5.555555555555555
4:14 AM,48.0 °F,42.1 °F,80 °%,South,0.1 °mph,0.6 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:14:00,8.88888888888889,5.611111111111112
4:19 AM,48.3 °F,42.7 °F,81 °%,NE,0.0 °mph,0.0 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:19:00,9.055555555555554,5.944444444444446
4:24 AM,48.7 °F,43.1 °F,81 °%,South,0.0 °mph,0.0 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:24:00,9.277777777777779,6.166666666666668
4:29 AM,48.9 °F,43.3 °F,81 °%,East,0.0 °mph,0.4 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:29:00,9.38888888888889,6.277777777777776
4:34 AM,49.1 °F,43.5 °F,81 °%,NNE,0.2 °mph,0.7 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:34:00,9.5,6.388888888888889
4:39 AM,49.0 °F,43.2 °F,80 °%,South,0.0 °mph,0.0 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:39:00,9.444444444444445,6.222222222222224
4:44 AM,48.9 °F,43.0 °F,80 °%,SSW,0.0 °mph,0.3 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:44:00,9.38888888888889,6.111111111111111
4:49 AM,48.7 °F,42.8 °F,80 °%,NW,0.7 °mph,1.1 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:49:00,9.277777777777779,5.999999999999998
4:54 AM,48.3 °F,42.4 °F,80 °%,SW,0.6 °mph,1.2 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:54:00,9.055555555555554,5.777777777777777
4:59 AM,48.0 °F,42.1 °F,80 °%,SW,0.5 °mph,1.4 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 04:59:00,8.88888888888889,5.611111111111112
5:04 AM,47.7 °F,42.1 °F,81 °%,SW,0.7 °mph,1.2 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:04:00,8.722222222222223,5.611111111111112
5:09 AM,47.5 °F,42.0 °F,81 °%,NW,0.1 °mph,0.5 °mph,30.23 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:09:00,8.61111111111111,5.555555555555555
5:14 AM,47.5 °F,42.0 °F,81 °%,SSW,0.0 °mph,0.1 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:14:00,8.61111111111111,5.555555555555555
5:19 AM,47.9 °F,42.4 °F,81 °%,SW,0.0 °mph,0.4 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:19:00,8.833333333333334,5.777777777777777
5:24 AM,48.0 °F,42.8 °F,82 °%,SE,0.1 °mph,0.1 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:24:00,8.88888888888889,5.999999999999998
5:29 AM,48.2 °F,43.0 °F,82 °%,South,0.0 °mph,0.0 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:29:00,9.000000000000002,6.111111111111111
5:34 AM,48.6 °F,43.4 °F,82 °%,SW,0.1 °mph,0.6 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:34:00,9.222222222222221,6.333333333333332
5:39 AM,48.9 °F,43.7 °F,82 °%,East,0.0 °mph,0.0 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:39:00,9.38888888888889,6.500000000000002
5:44 AM,49.1 °F,43.8 °F,82 °%,ENE,0.0 °mph,0.4 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:44:00,9.5,6.555555555555554
5:49 AM,49.4 °F,44.1 °F,82 °%,WSW,0.1 °mph,0.7 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:49:00,9.666666666666666,6.722222222222223
5:54 AM,49.5 °F,44.2 °F,82 °%,East,0.1 °mph,0.7 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:54:00,9.722222222222221,6.7777777777777795
5:59 AM,49.8 °F,44.2 °F,81 °%,WSW,0.1 °mph,0.7 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 05:59:00,9.888888888888888,6.7777777777777795
6:04 AM,50.2 °F,44.6 °F,81 °%,NW,0.0 °mph,0.6 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:04:00,10.111111111111112,7.000000000000001
6:09 AM,50.8 °F,45.2 °F,81 °%,SE,0.2 °mph,0.7 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:09:00,10.444444444444443,7.333333333333335
6:14 AM,51.1 °F,45.3 °F,81 °%,SW,0.2 °mph,0.6 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:14:00,10.61111111111111,7.3888888888888875
6:19 AM,51.0 °F,45.1 °F,80 °%,WNW,1.2 °mph,2.1 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:19:00,10.555555555555555,7.277777777777778
6:24 AM,51.2 °F,45.1 °F,80 °%,SW,0.8 °mph,1.4 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:24:00,10.666666666666668,7.277777777777778
6:29 AM,51.5 °F,45.2 °F,79 °%,WSW,1.2 °mph,1.8 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:29:00,10.833333333333334,7.333333333333335
6:34 AM,51.8 °F,45.5 °F,79 °%,WNW,1.1 °mph,2.0 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:34:00,10.999999999999998,7.5
6:39 AM,52.6 °F,46.3 °F,79 °%,SSW,0.6 °mph,1.2 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:39:00,11.444444444444445,7.944444444444443
6:44 AM,52.9 °F,46.4 °F,79 °%,WNW,0.5 °mph,1.2 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:44:00,11.61111111111111,8.0
6:49 AM,53.2 °F,46.5 °F,78 °%,WSW,1.0 °mph,1.5 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:49:00,11.777777777777779,8.055555555555555
6:54 AM,53.7 °F,46.7 °F,77 °%,West,1.4 °mph,2.1 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:54:00,12.055555555555557,8.166666666666668
6:59 AM,54.2 °F,47.2 °F,77 °%,SW,1.4 °mph,2.1 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 06:59:00,12.333333333333336,8.444444444444446
7:04 AM,55.2 °F,48.1 °F,77 °%,SW,0.8 °mph,1.2 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:04:00,12.888888888888891,8.944444444444445
7:09 AM,55.6 °F,48.3 °F,76 °%,ENE,0.9 °mph,1.5 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:09:00,13.11111111111111,9.055555555555554
7:14 AM,56.1 °F,48.5 °F,76 °%,SSW,1.7 °mph,2.4 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:14:00,13.38888888888889,9.166666666666666
7:19 AM,56.7 °F,49.0 °F,75 °%,SE,1.2 °mph,1.9 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:19:00,13.722222222222223,9.444444444444445
7:24 AM,57.8 °F,49.6 °F,74 °%,SW,1.0 °mph,1.9 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:24:00,14.333333333333334,9.777777777777779
7:29 AM,58.5 °F,50.0 °F,73 °%,SW,0.9 °mph,1.7 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:29:00,14.722222222222221,10.0
7:34 AM,58.3 °F,49.6 °F,73 °%,WSW,1.2 °mph,2.2 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:34:00,14.61111111111111,9.777777777777779
7:39 AM,58.3 °F,49.7 °F,73 °%,West,0.6 °mph,1.2 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:39:00,14.61111111111111,9.833333333333336
7:44 AM,58.9 °F,50.2 °F,73 °%,WSW,0.7 °mph,1.4 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:44:00,14.944444444444445,10.111111111111112
7:49 AM,59.1 °F,50.1 °F,72 °%,NW,0.9 °mph,1.5 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:49:00,15.055555555555555,10.055555555555555
7:54 AM,60.0 °F,50.7 °F,71 °%,ESE,0.8 °mph,1.5 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:54:00,15.555555555555555,10.388888888888891
7:59 AM,60.5 °F,50.5 °F,70 °%,NW,1.4 °mph,2.2 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 07:59:00,15.833333333333334,10.277777777777779
8:04 AM,60.8 °F,50.9 °F,70 °%,SSW,0.9 °mph,1.4 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 08:04:00,16.0,10.5
8:09 AM,62.9 °F,52.4 °F,69 °%,SSW,0.5 °mph,0.9 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 08:09:00,17.166666666666668,11.333333333333334
8:14 AM,64.3 °F,53.3 °F,68 °%,SW,0.7 °mph,1.2 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 08:14:00,17.944444444444443,11.833333333333332
8:19 AM,65.5 °F,53.9 °F,66 °%,NNW,0.3 °mph,0.9 °mph,30.24 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 08:19:00,18.61111111111111,12.166666666666666
8:24 AM,66.1 °F,54.0 °F,65 °%,ENE,0.4 °mph,1.1 °mph,30.25 °in,0.00 °in,0.00 °in,,w/m²,IPEVEN35,Pevensey Bay,2026-08-07 08:24:00,18.944444444444443,12.222222222222221
12:04 AM,57.9 °F,45.7 °F,64 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:04:00,14.38888888888889,7.6111111111111125
12:09 AM,57.7 °F,45.6 °F,64 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:09:00,14.277777777777779,7.555555555555555
12:14 AM,57.5 °F,45.6 °F,64 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:14:00,14.166666666666666,7.555555555555555
12:19 AM,57.4 °F,45.7 °F,65 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:19:00,14.11111111111111,7.6111111111111125
12:24 AM,57.2 °F,45.5 °F,65 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:24:00,14.000000000000002,7.5
12:29 AM,57.0 °F,45.6 °F,66 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:29:00,13.88888888888889,7.555555555555555
12:34 AM,57.0 °F,45.9 °F,66 °%,SW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:34:00,13.88888888888889,7.722222222222222
12:39 AM,56.9 °F,45.8 °F,66 °%,NW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:39:00,13.833333333333334,7.666666666666665
12:44 AM,57.0 °F,45.9 °F,66 °%,NW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:44:00,13.88888888888889,7.722222222222222
12:49 AM,57.0 °F,45.9 °F,66 °%,NW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:49:00,13.88888888888889,7.722222222222222
12:54 AM,57.0 °F,45.9 °F,66 °%,NW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:54:00,13.88888888888889,7.722222222222222
12:59 AM,56.9 °F,45.8 °F,66 °%,NW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 00:59:00,13.833333333333334,7.666666666666665
1:04 AM,56.8 °F,46.0 °F,67 °%,NW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:04:00,13.777777777777777,7.777777777777778
1:09 AM,56.7 °F,45.9 °F,67 °%,NW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:09:00,13.722222222222223,7.722222222222222
1:14 AM,56.8 °F,46.0 °F,67 °%,WSW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:14:00,13.777777777777777,7.777777777777778
1:19 AM,56.9 °F,45.8 °F,66 °%,West,0.0 °mph,0.0 °mph,29.97 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:19:00,13.833333333333334,7.666666666666665
1:24 AM,57.2 °F,46.0 °F,66 °%,West,0.0 °mph,0.8 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:24:00,14.000000000000002,7.777777777777778
1:29 AM,57.4 °F,45.8 °F,65 °%,SW,0.1 °mph,1.2 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:29:00,14.11111111111111,7.666666666666665
1:34 AM,57.4 °F,45.7 °F,65 °%,SE,0.0 °mph,0.2 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:34:00,14.11111111111111,7.6111111111111125
1:39 AM,57.4 °F,45.7 °F,65 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:39:00,14.11111111111111,7.6111111111111125
1:44 AM,57.3 °F,45.9 °F,66 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:44:00,14.055555555555554,7.722222222222222
1:49 AM,56.9 °F,45.9 °F,66 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:49:00,13.833333333333334,7.722222222222222
1:54 AM,56.6 °F,45.8 °F,67 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:54:00,13.666666666666666,7.666666666666665
1:59 AM,56.1 °F,45.7 °F,68 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 01:59:00,13.38888888888889,7.6111111111111125
2:04 AM,55.8 °F,45.4 °F,68 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:04:00,13.222222222222221,7.444444444444445
2:09 AM,55.6 °F,45.1 °F,68 °%,WNW,0.0 °mph,0.0 °mph,29.97 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:09:00,13.11111111111111,7.277777777777778
2:14 AM,55.4 °F,45.2 °F,69 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:14:00,13.0,7.333333333333335
2:19 AM,55.4 °F,45.5 °F,69 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:19:00,13.0,7.5
2:24 AM,55.3 °F,45.5 °F,69 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:24:00,12.944444444444443,7.5
2:29 AM,55.2 °F,45.3 °F,69 °%,NE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:29:00,12.888888888888891,7.3888888888888875
2:34 AM,55.0 °F,45.3 °F,70 °%,NE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:34:00,12.777777777777779,7.3888888888888875
2:39 AM,54.7 °F,45.2 °F,70 °%,NE,0.0 °mph,0.0 °mph,29.97 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:39:00,12.611111111111112,7.333333333333335
2:44 AM,54.4 °F,45.2 °F,71 °%,SW,0.0 °mph,0.0 °mph,29.97 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:44:00,12.444444444444445,7.333333333333335
2:49 AM,54.1 °F,45.3 °F,72 °%,SW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:49:00,12.277777777777779,7.3888888888888875
2:54 AM,53.9 °F,45.2 °F,73 °%,SW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:54:00,12.166666666666666,7.333333333333335
2:59 AM,53.7 °F,45.2 °F,73 °%,SW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 02:59:00,12.055555555555557,7.333333333333335
3:04 AM,53.5 °F,45.0 °F,73 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:04:00,11.944444444444445,7.222222222222222
3:09 AM,53.4 °F,45.1 °F,74 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:09:00,11.88888888888889,7.277777777777778
3:14 AM,53.2 °F,45.1 °F,74 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:14:00,11.777777777777779,7.277777777777778
3:19 AM,53.0 °F,44.9 °F,74 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:19:00,11.666666666666666,7.166666666666667
3:24 AM,52.7 °F,44.6 °F,74 °%,SW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:24:00,11.500000000000002,7.000000000000001
3:29 AM,52.6 °F,44.3 °F,73 °%,NW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:29:00,11.444444444444445,6.833333333333332
3:34 AM,52.5 °F,44.1 °F,73 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:34:00,11.38888888888889,6.722222222222223
3:39 AM,52.5 °F,44.1 °F,73 °%,ESE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:39:00,11.38888888888889,6.722222222222223
3:44 AM,52.3 °F,44.4 °F,74 °%,ESE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:44:00,11.277777777777777,6.888888888888888
3:49 AM,52.0 °F,44.2 °F,75 °%,East,0.3 °mph,1.1 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:49:00,11.11111111111111,6.7777777777777795
3:54 AM,51.6 °F,44.2 °F,76 °%,South,1.1 °mph,2.5 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:54:00,10.88888888888889,6.7777777777777795
3:59 AM,51.4 °F,44.1 °F,76 °%,,1.3 °mph,2.5 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 03:59:00,10.777777777777779,6.722222222222223
4:04 AM,51.3 °F,44.1 °F,77 °%,North,1.2 °mph,2.7 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:04:00,10.722222222222221,6.722222222222223
